id,name,lon,lat
464,Gate near: NY 40006 16107,-2.9287185,54.536657
465,Gate near: NY 41803 16820,-2.9010862,54.543274
466,Gate near: NY 13790 03432,-3.3300793,54.418992
467,Gate near: SD 47710 98485,-2.8065428,54.379165
468,Gate near: SD 54465 76659,-2.6992273,54.183672
469,Gate near: SD 54556 77211,-2.6979078,54.188646
470,Gate near: SD 45620 78034,-2.8349932,54.195168
471,Gate near: SD 45747 78244,-2.8330721,54.197069
472,Gate near: SD 45809 78168,-2.8321184,54.196391
473,Gate near: SD 77769 84412,-2.3427229,54.254894
474,Gate near: SD 54633 79966,-2.6971424,54.213408
475,Gate near: SD 70558 87045,-2.453669,54.278194
476,Gate near: SD 70737 87153,-2.4509249,54.279172
477,Gate near: SD 70734 87158,-2.4509687,54.279221
478,Gate near: SD 70354 87120,-2.4568007,54.278854
479,Gate near: SD 65751 92084,-2.5280742,54.323176
480,Gate near: SD 19332 68740,-3.235338,54.108187
481,Gate near: SD 57081 78729,-2.6594403,54.202501
482,Gate near: SD 57573 78835,-2.6519043,54.203495
483,Gate near: SD 57668 78822,-2.6504551,54.203387
484,Gate near: SD 57760 79223,-2.6491,54.206996
485,Gate near: SD 57153 78520,-2.6582987,54.200633
486,Gate near: SD 57142 78521,-2.658479,54.200638
487,Gate near: SD 57084 78439,-2.6593459,54.199895
488,Gate near: SD 55496 81910,-2.684211,54.230952
489,Gate near: SD 54821 82183,-2.6946017,54.23335
490,Gate near: SD 55088 82478,-2.6905491,54.236024
491,Gate near: SD 55229 82593,-2.688408,54.237068
492,Gate near: SD 54607 81885,-2.6978385,54.230648
493,Gate near: SD 54460 81660,-2.7000639,54.228614
494,Gate near: SD 54898 81053,-2.6932566,54.223199
495,Gate near: SD 54918 81031,-2.6929335,54.223003
496,Gate near: NY 18536 09459,-3.2586159,54.473925
497,Gate near: NY 28533 06135,-3.1035734,54.445571
498,Gate near: NY 48605 05098,-2.793912,54.438683
499,Gate near: NY 49261 03758,-2.7835627,54.42671
500,Gate near: NY 49369 03501,-2.7818547,54.424406
