id,name,lon,lat
236,Kissing Gate near: SD 41496 99800,-2.9024535,54.3903
237,Kissing Gate near: NY 34158 07517,-3.0171539,54.458745
238,Kissing Gate near: NY 41214 03038,-2.9074376,54.419366
239,Kissing Gate near: NY 41202 03075,-2.9076387,54.419696
240,Kissing Gate near: NY 41186 03235,-2.9079143,54.421138
241,Kissing Gate near: NY 43625 06020,-2.8708564,54.446433
242,Kissing Gate near: SD 30174 95224,-3.0757111,54.347757
243,Kissing Gate near: SD 09940 87152,-3.3844578,54.272061
244,Kissing Gate near: SD 51456 86547,-2.7469243,54.27226
245,Kissing Gate near: SD 53158 86151,-2.7207281,54.268859
246,Kissing Gate near: SD 74136 86038,-2.3986373,54.269338
247,Kissing Gate near: SD 29138 88978,-3.0901591,54.291488
248,Kissing Gate near: SD 29665 96455,-3.0838325,54.358746
249,Kissing Gate near: NY 23183 29493,-3.1921673,54.654656
250,Kissing Gate near: NY 23399 29693,-3.1888722,54.656484
251,Kissing Gate near: SD 61418 78193,-2.5928931,54.198034
252,Kissing Gate near: SD 43764 91451,-2.8659575,54.315538
253,Kissing Gate near: SD 40867 94796,-2.9111378,54.345267
254,Kissing Gate near: SD 41562 94988,-2.9005002,54.347069
255,Kissing Gate near: SD 40470 91756,-2.9166495,54.317899
256,Kissing Gate near: SD 40354 91835,-2.9184352,54.318597
257,Kissing Gate near: SD 41698 89541,-2.8973297,54.298138
258,Kissing Gate near: SD 39447 90247,-2.9320564,54.304217
259,Kissing Gate near: SD 41815 88421,-2.8953239,54.288084
260,Kissing Gate near: SD 41214 93102,-2.905474,54.330081
261,Kissing Gate near: SD 41566 91027,-2.8996525,54.31148
262,Kissing Gate near: SD 45677 94878,-2.8371747,54.346535
263,Kissing Gate near: NY 43540 51300,-2.8809278,54.853293
264,Kissing Gate near: NY 43603 51197,-2.8799253,54.852375
265,Kissing Gate near: NY 14179 03901,-3.3242156,54.423276
266,Kissing Gate near: NY 18278 00255,-3.2600565,54.391191
267,Kissing Gate near: SD 38015 78830,-2.9517023,54.201456
268,Kissing Gate near: NY 41019 12996,-2.9124309,54.508825
269,Kissing Gate near: NY 40716 13541,-2.9172284,54.513687
270,Kissing Gate near: NY 34123 05332,-3.0172062,54.43911
271,Kissing Gate near: SD 29204 79555,-3.0869182,54.206823
272,Kissing Gate near: SD 28235 79138,-3.1016716,54.202946
273,Kissing Gate near: SD 28248 79232,-3.1014923,54.203794
274,Kissing Gate near: SD 28259 79248,-3.1013226,54.203934
275,Kissing Gate near: NY 36157 06106,-2.9860252,54.446325
276,Kissing Gate near: NY 28646 05711,-3.1017314,54.441777
277,Kissing Gate near: NY 28682 06086,-3.1012695,54.445146
278,Kissing Gate near: SD 07767 98744,-3.4214075,54.375819
279,Kissing Gate near: SD 29026 79119,-3.0895381,54.202881
280,Kissing Gate near: NY 01446 10822,-3.5227002,54.483135
281,Kissing Gate near: SD 40222 98785,-2.9218679,54.381035
282,Kissing Gate near: NY 34068 03499,-3.0176565,54.422633
283,Kissing Gate near: SD 33546 89181,-3.0224906,54.29391
284,Kissing Gate near: SD 49093 80563,-2.7821854,54.21825
285,Kissing Gate near: SD 49085 80562,-2.7823153,54.218239
286,Kissing Gate near: SD 65273 91413,-2.535339,54.31711
287,Kissing Gate near: SD 24811 86596,-3.1560213,54.269468
288,Kissing Gate near: SD 21733 88068,-3.2036549,54.282231
289,Kissing Gate near: SD 40951 96538,-2.9102032,54.36093
290,Kissing Gate near: SD 33878 89574,-3.0174778,54.297478
291,Kissing Gate near: SD 16916 78967,-3.2750903,54.199699
292,Kissing Gate near: SD 31523 85946,-3.0528233,54.264572
293,Kissing Gate near: SD 22018 71694,-3.195024,54.135152
294,Kissing Gate near: SD 61628 78619,-2.5897218,54.201875
295,Kissing Gate near: NY 51975 28654,-2.7458114,54.65069
296,Kissing Gate near: NY 32090 00498,-3.047442,54.395409
297,Kissing Gate near: NY 38951 05212,-2.9427538,54.438634
298,Kissing Gate near: SD 21875 73058,-3.1975641,54.147383
299,Kissing Gate near: SD 26261 73663,-3.1305807,54.153469
300,Kissing Gate near: NY 11929 21222,-3.364059,54.578501
301,Kissing Gate near: NY 13742 23313,-3.3366352,54.597603
302,Kissing Gate near: NY 34438 07292,-3.0127873,54.45676
303,Kissing Gate near: NY 36332 05178,-2.9831259,54.438008
304,Kissing Gate near: SD 22694 82510,-3.1874615,54.23244
305,Kissing Gate near: NY 53316 59921,-2.7300804,54.931767
306,Kissing Gate near: NY 53335 59600,-2.729723,54.928892
307,Kissing Gate near: NY 54531 62239,-2.711478,54.952715
308,Kissing Gate near: SD 70491 86571,-2.45465,54.273926
309,Kissing Gate near: SD 70363 86814,-2.4566407,54.276102
310,Kissing Gate near: SD 69358 87495,-2.4721341,54.282169
311,Kissing Gate near: SD 69379 87564,-2.4718296,54.282785
312,Kissing Gate near: SD 77711 86853,-2.3437985,54.27683
313,Kissing Gate near: SD 51851 90874,-2.7415552,54.311178
314,Kissing Gate near: SD 61251 79453,-2.5956024,54.209343
315,Kissing Gate near: SD 62514 79233,-2.5762165,54.207461
316,Kissing Gate near: SD 62456 79292,-2.5771195,54.207982
317,Kissing Gate near: SD 62439 79330,-2.5773744,54.208321
318,Kissing Gate near: SD 62412 79357,-2.5778011,54.208567
319,Kissing Gate near: SD 60808 78139,-2.602234,54.197501
320,Kissing Gate near: SD 60903 78138,-2.6007797,54.197495
321,Kissing Gate near: SD 61313 78158,-2.5944929,54.197707
322,Kissing Gate near: SD 61355 78171,-2.5938464,54.197829
323,Kissing Gate near: SD 61400 78186,-2.5931619,54.197971
324,Kissing Gate near: SD 60687 78349,-2.6041111,54.199378
325,Kissing Gate near: SD 60704 78439,-2.6038568,54.200185
326,Kissing Gate near: SD 60708 78459,-2.6038007,54.200365
327,Kissing Gate near: NY 53729 29043,-2.7186901,54.654351
328,Kissing Gate near: NY 51920 28326,-2.7466057,54.647737
329,Kissing Gate near: SD 48634 87334,-2.7903949,54.27905
330,Kissing Gate near: NY 30323 25619,-3.0805856,54.620884
331,Kissing Gate near: SD 45623 77945,-2.8349322,54.194371
332,Kissing Gate near: NY 26830 15885,-3.1322475,54.532928
333,Kissing Gate near: SD 52990 88522,-2.7236852,54.290144
334,Kissing Gate near: SD 53126 89028,-2.7216703,54.294706
335,Kissing Gate near: SD 53433 89601,-2.7170515,54.299881
336,Kissing Gate near: NY 14188 03543,-3.3239713,54.420054
337,Kissing Gate near: SD 49229 94838,-2.7825286,54.346544
338,Kissing Gate near: SD 42652 97845,-2.8842742,54.372868
339,Kissing Gate near: SD 43816 97594,-2.8663139,54.370744
340,Kissing Gate near: SD 43671 97392,-2.8685088,54.368911
341,Kissing Gate near: SD 42961 97809,-2.8795231,54.372576
342,Kissing Gate near: SD 43895 97796,-2.8651429,54.372566
343,Kissing Gate near: SD 43682 97514,-2.8683634,54.370012
344,Kissing Gate near: SD 47416 92800,-2.8100633,54.328047
345,Kissing Gate near: SD 47130 92690,-2.8144311,54.327027
346,Kissing Gate near: SD 46284 92547,-2.8274129,54.325656
347,Kissing Gate near: SD 49167 93757,-2.7833018,54.336821
348,Kissing Gate near: SD 48615 93069,-2.79167,54.330586
349,Kissing Gate near: SD 48601 93407,-2.7919466,54.333622
350,Kissing Gate near: SD 35856 86868,-2.9865136,54.273418
351,Kissing Gate near: SD 37447 94834,-2.9637597,54.3452
352,Kissing Gate near: SD 37257 94671,-2.9666369,54.343713
353,Kissing Gate near: NY 27383 20792,-3.1249162,54.577104
354,Kissing Gate near: SD 13246 82837,-3.3324528,54.233859
355,Kissing Gate near: NY 51482 48170,-2.756708,54.826004
356,Kissing Gate near: SD 43523 96856,-2.8706848,54.364081
357,Kissing Gate near: SD 40689 96459,-2.9142208,54.360192
358,Kissing Gate near: SD 42040 94686,-2.8930873,54.344414
359,Kissing Gate near: NY 05647 24879,-3.4623951,54.61023
360,Kissing Gate near: NY 13411 31227,-3.3440919,54.668648
361,Kissing Gate near: NY 19183 30202,-3.2543351,54.660404
362,Kissing Gate near: SD 39028 87718,-2.9379825,54.281446
363,Kissing Gate near: NY 11980 29997,-3.365913,54.657349
364,Kissing Gate near: SD 18661 92544,-3.2520425,54.321967
365,Kissing Gate near: SD 19456 93933,-3.2402012,54.334577
366,Kissing Gate near: SD 18821 92581,-3.2495921,54.322327
367,Kissing Gate near: NY 24548 23074,-3.1693493,54.597192
368,Kissing Gate near: SD 33808 99124,-3.0206758,54.383282
369,Kissing Gate near: SD 41346 99751,-2.9047572,54.389841
370,Kissing Gate near: NY 40125 04031,-2.9244283,54.428159
371,Kissing Gate near: NY 31168 02943,-3.0622065,54.417254
372,Kissing Gate near: NY 33867 03165,-3.0206725,54.419608
373,Kissing Gate near: SD 38032 82852,-2.9522683,54.237595
374,Kissing Gate near: SD 36888 99311,-2.9733063,54.385357
375,Kissing Gate near: NY 37614 00390,-2.9623603,54.395139
376,Kissing Gate near: NY 68681 19735,-2.4859497,54.571853
377,Kissing Gate near: SD 29105 75747,-3.0875352,54.172592
378,Kissing Gate near: SD 72620 84392,-2.4217592,54.254469
379,Kissing Gate near: SD 72000 86106,-2.4314349,54.269833
380,Kissing Gate near: SD 70807 87070,-2.4498477,54.278427
381,Kissing Gate near: SD 66465 91968,-2.5170743,54.322179
382,Kissing Gate near: SD 67098 92010,-2.5073448,54.322601
383,Kissing Gate near: SD 66185 92318,-2.5214212,54.325311
384,Kissing Gate near: SD 66429 92336,-2.5176708,54.325488
385,Kissing Gate near: SD 66150 92356,-2.5219646,54.325647
386,Kissing Gate near: SD 23871 77186,-3.1680558,54.184771
387,Kissing Gate near: SD 24009 77183,-3.1659465,54.184767
388,Kissing Gate near: SD 22254 77114,-3.1928049,54.183885
389,Kissing Gate near: SD 25190 75310,-3.1473894,54.168112
390,Kissing Gate near: SD 25150 75372,-3.1480144,54.168668
391,Kissing Gate near: SD 25141 75382,-3.1481585,54.168752
392,Kissing Gate near: SD 51336 89141,-2.7491884,54.29556
393,Kissing Gate near: SD 31309 81590,-3.0551162,54.225397
394,Kissing Gate near: NY 25087 19501,-3.1600991,54.56517
395,Kissing Gate near: SD 22662 88923,-3.1896062,54.290052
396,Kissing Gate near: SD 28395 76172,-3.0985064,54.176319
397,Kissing Gate near: NY 50764 57525,-2.7694873,54.909994
